event_id,start_time,end_time,points,max_value,min_value,mean_value,max_abs_z,duration_minutes
0,2021-01-14 15:15:00,2021-01-14 15:30:00,2,705.7,698.11,701.905,,30.0
1,2021-01-14 16:15:00,2021-01-14 16:30:00,2,731.81,728.11,729.96,,30.0
2,2021-01-21 06:15:00,2021-01-21 06:15:00,1,810.1,810.1,810.1,,15.0
3,2021-01-21 06:45:00,2021-01-21 06:45:00,1,814.85,814.85,814.85,,15.0
4,2021-01-21 08:45:00,2021-01-21 08:45:00,1,820.18,820.18,820.18,,15.0
5,2021-01-21 10:45:00,2021-01-21 12:00:00,6,1045.49,842.11,932.68,,90.0
6,2021-01-21 12:45:00,2021-01-21 13:15:00,3,877.199999999999,746.64,824.273333333333,,45.0
7,2021-01-21 14:15:00,2021-01-21 14:15:00,1,908.88,908.88,908.88,,15.0
8,2021-01-21 16:45:00,2021-01-21 16:45:00,1,740.83,740.83,740.83,,15.0
9,2021-01-21 18:15:00,2021-01-21 18:15:00,1,900.43,900.43,900.43,,15.0
10,2021-01-21 18:45:00,2021-01-21 18:45:00,1,932.21,932.21,932.21,,15.0
11,2021-01-21 20:45:00,2021-01-21 20:45:00,1,723.6,723.6,723.6,,15.0
12,2021-01-24 17:45:00,2021-01-24 18:15:00,3,806.16,303.12,562.033333333333,,45.0
13,2021-01-24 18:45:00,2021-01-24 18:45:00,1,759.79,759.79,759.79,,15.0
14,2021-01-24 19:45:00,2021-01-24 19:45:00,1,776.88,776.88,776.88,,15.0
15,2021-01-24 20:45:00,2021-01-24 20:45:00,1,783.5,783.5,783.5,,15.0
16,2021-02-24 08:00:00,2021-02-24 08:00:00,1,858.53,858.53,858.53,,15.0
17,2021-02-24 14:15:00,2021-02-24 14:15:00,1,855.55,855.55,855.55,,15.0
18,2021-02-24 16:45:00,2021-02-24 16:45:00,1,610.08,610.08,610.08,,15.0
19,2021-02-24 21:30:00,2021-02-24 21:30:00,1,676.939999999999,676.939999999999,676.939999999999,,15.0
20,2021-02-25 01:30:00,2021-02-25 01:45:00,2,933.219999999999,922.8,928.0099999999995,,30.0
21,2021-02-25 02:15:00,2021-02-25 02:15:00,1,897.12,897.12,897.12,,15.0
22,2021-02-25 03:15:00,2021-02-25 03:15:00,1,821.09,821.09,821.09,,15.0
23,2021-02-25 04:15:00,2021-02-25 04:45:00,3,725.04,606.34,653.73,,45.0
24,2021-02-25 05:15:00,2021-02-25 05:15:00,1,797.38,797.38,797.38,,15.0
25,2021-02-25 08:30:00,2021-02-25 09:00:00,3,923.81,897.36,910.56,,45.0
26,2021-02-25 11:00:00,2021-02-25 11:15:00,2,687.46,669.55,678.505,,30.0
27,2021-02-25 12:00:00,2021-02-25 12:15:00,2,943.49,830.59,887.04,,30.0
28,2021-02-25 13:00:00,2021-02-25 13:00:00,1,916.219999999999,916.219999999999,916.219999999999,,15.0
29,2021-02-25 13:30:00,2021-02-25 13:30:00,1,904.9,904.9,904.9,,15.0
30,2021-02-25 14:00:00,2021-02-25 14:15:00,2,786.53,764.59,775.56,,30.0
31,2021-02-25 15:30:00,2021-02-25 15:30:00,1,894.14,894.14,894.14,,15.0
32,2021-02-25 16:00:00,2021-02-25 16:00:00,1,878.02,878.02,878.02,,15.0
33,2021-02-25 18:00:00,2021-02-25 18:00:00,1,614.26,614.26,614.26,,15.0
34,2021-02-25 18:45:00,2021-02-25 19:00:00,2,945.84,894.72,920.28,,30.0
35,2021-02-25 19:30:00,2021-02-25 19:30:00,1,879.07,879.07,879.07,,15.0
36,2021-02-25 20:00:00,2021-02-25 20:00:00,1,885.12,885.12,885.12,,15.0
37,2021-02-25 20:30:00,2021-02-25 20:30:00,1,853.34,853.34,853.34,,15.0
38,2021-02-25 21:00:00,2021-02-25 21:00:00,1,903.5,903.5,903.5,,15.0
39,2021-02-25 21:30:00,2021-02-25 21:30:00,1,635.86,635.86,635.86,,15.0
40,2021-02-25 22:30:00,2021-02-25 22:30:00,1,860.93,860.93,860.93,,15.0
41,2021-02-25 23:00:00,2021-02-25 23:00:00,1,862.7,862.7,862.7,,15.0
42,2021-02-26 00:00:00,2021-02-26 00:00:00,1,886.18,886.18,886.18,,15.0
43,2021-02-26 01:00:00,2021-02-26 01:00:00,1,633.89,633.89,633.89,,15.0
44,2021-02-26 02:00:00,2021-02-26 02:00:00,1,785.95,785.95,785.95,,15.0
45,2021-02-26 06:30:00,2021-02-26 07:30:00,5,856.85,592.27,726.0859999999998,,75.0
46,2021-02-26 08:00:00,2021-02-26 08:00:00,1,830.59,830.59,830.59,,15.0
47,2021-02-26 10:00:00,2021-02-26 10:00:00,1,598.03,598.03,598.03,,15.0
48,2021-02-26 17:00:00,2021-02-26 17:00:00,1,572.109999999999,572.109999999999,572.109999999999,,15.0
49,2021-02-26 20:15:00,2021-02-26 20:15:00,1,527.04,527.04,527.04,,15.0
50,2021-02-26 21:15:00,2021-02-26 21:15:00,1,784.37,784.37,784.37,,15.0
51,2021-02-26 23:45:00,2021-02-26 23:45:00,1,500.35,500.35,500.35,,15.0
52,2021-02-27 00:30:00,2021-02-27 00:45:00,2,778.32,730.66,754.49,,30.0
53,2021-02-27 01:15:00,2021-02-27 01:15:00,1,765.17,765.17,765.17,,15.0
54,2021-02-27 02:15:00,2021-02-27 02:15:00,1,741.26,741.26,741.26,,15.0
55,2021-02-27 03:15:00,2021-02-27 03:15:00,1,485.71,485.71,485.71,,15.0
56,2021-02-27 04:15:00,2021-02-27 04:15:00,1,746.02,746.02,746.02,,15.0
57,2021-02-27 04:45:00,2021-02-27 04:45:00,1,775.78,775.78,775.78,,15.0
58,2021-02-27 05:15:00,2021-02-27 05:15:00,1,749.33,749.33,749.33,,15.0
59,2021-02-27 06:45:00,2021-02-27 07:15:00,3,602.16,526.03,574.3366666666662,,45.0
60,2021-02-27 07:45:00,2021-02-27 08:00:00,2,669.89,638.21,654.05,,30.0
61,2021-02-27 08:45:00,2021-02-27 08:45:00,1,641.18,641.18,641.18,,15.0
62,2021-02-27 11:00:00,2021-02-27 11:30:00,3,775.54,708.77,747.9866666666667,,45.0
63,2021-02-27 13:30:00,2021-02-27 13:30:00,1,548.98,548.98,548.98,,15.0
64,2021-02-27 14:30:00,2021-02-27 14:30:00,1,738.0,738.0,738.0,,15.0
65,2021-02-27 15:00:00,2021-02-27 15:00:00,1,717.84,717.84,717.84,,15.0
66,2021-02-27 17:00:00,2021-02-27 17:00:00,1,481.97,481.97,481.97,,15.0
67,2021-02-27 19:00:00,2021-02-27 19:00:00,1,719.38,719.38,719.38,,15.0
68,2021-02-27 21:00:00,2021-02-27 21:00:00,1,516.72,516.72,516.72,,15.0
69,2021-02-27 21:45:00,2021-02-27 22:00:00,2,815.09,721.87,768.48,,30.0
70,2021-02-28 03:45:00,2021-02-28 03:45:00,1,515.23,515.23,515.23,,15.0
71,2021-02-28 04:45:00,2021-02-28 04:45:00,1,701.42,701.42,701.42,,15.0
72,2021-02-28 07:15:00,2021-02-28 07:15:00,1,471.36,471.36,471.36,,15.0
73,2021-02-28 08:15:00,2021-02-28 08:15:00,1,749.81,749.81,749.81,,15.0
74,2021-02-28 08:45:00,2021-02-28 08:45:00,1,713.52,713.52,713.52,,15.0
75,2021-02-28 10:45:00,2021-02-28 10:45:00,1,488.88,488.88,488.88,,15.0
76,2021-02-28 11:30:00,2021-02-28 11:45:00,2,826.51,809.66,818.085,,30.0
77,2021-02-28 12:15:00,2021-02-28 12:15:00,1,775.87,775.87,775.87,,15.0
78,2021-02-28 12:45:00,2021-02-28 12:45:00,1,783.22,783.22,783.22,,15.0
79,2021-02-28 13:15:00,2021-02-28 13:15:00,1,871.819999999999,871.819999999999,871.819999999999,,15.0
80,2021-02-28 14:15:00,2021-02-28 14:15:00,1,600.62,600.62,600.62,,15.0
81,2021-02-28 15:00:00,2021-02-28 15:15:00,2,949.15,911.09,930.12,,30.0
82,2021-02-28 16:15:00,2021-02-28 16:15:00,1,856.08,856.08,856.08,,15.0
83,2021-02-28 17:45:00,2021-02-28 17:45:00,1,643.44,643.44,643.44,,15.0
84,2021-02-28 18:45:00,2021-02-28 18:45:00,1,848.11,848.11,848.11,,15.0
85,2021-02-28 23:45:00,2021-03-01 00:00:00,2,920.689999999999,907.3,913.9949999999994,,30.0
86,2021-03-01 02:30:00,2021-03-01 03:30:00,5,857.42,562.85,720.03,,75.0
87,2021-03-01 04:00:00,2021-03-01 04:00:00,1,842.26,842.26,842.26,,15.0
88,2021-03-01 04:30:00,2021-03-01 04:30:00,1,867.41,867.41,867.41,,15.0
89,2021-03-01 05:00:00,2021-03-01 05:00:00,1,866.83,866.83,866.83,,15.0
90,2021-03-01 06:00:00,2021-03-01 06:00:00,1,594.24,594.24,594.24,,15.0
91,2021-03-01 06:30:00,2021-03-01 07:00:00,3,882.77,624.48,781.5366666666663,,45.0
92,2021-03-01 08:00:00,2021-03-01 08:00:00,1,834.53,834.53,834.53,,15.0
93,2021-03-01 08:30:00,2021-03-01 08:30:00,1,840.58,840.58,840.58,,15.0
94,2021-03-01 09:30:00,2021-03-01 09:30:00,1,593.66,593.66,593.66,,15.0
95,2021-03-01 10:30:00,2021-03-01 10:30:00,1,595.439999999999,595.439999999999,595.439999999999,,15.0
96,2021-03-01 11:00:00,2021-03-01 11:00:00,1,852.189999999999,852.189999999999,852.189999999999,,15.0
97,2021-03-01 11:30:00,2021-03-01 11:30:00,1,858.0,858.0,858.0,,15.0
98,2021-03-01 13:30:00,2021-03-01 13:30:00,1,621.17,621.17,621.17,,15.0
99,2021-03-01 14:00:00,2021-03-01 14:30:00,3,972.53,594.959999999999,843.553333333333,,45.0
100,2021-03-01 15:00:00,2021-03-01 15:00:00,1,979.78,979.78,979.78,,15.0
101,2021-03-01 15:30:00,2021-03-01 15:30:00,1,953.81,953.81,953.81,,15.0
102,2021-03-01 16:00:00,2021-03-01 16:00:00,1,932.35,932.35,932.35,,15.0
103,2021-03-01 16:30:00,2021-03-01 16:30:00,1,872.449999999999,872.449999999999,872.449999999999,,15.0
104,2021-03-01 17:00:00,2021-03-01 17:15:00,2,711.89,593.66,652.775,,30.0
105,2021-03-01 17:45:00,2021-03-01 18:00:00,2,916.8,903.74,910.27,,30.0
106,2021-03-01 18:30:00,2021-03-01 18:30:00,1,882.38,882.38,882.38,,15.0
107,2021-03-01 19:00:00,2021-03-01 19:00:00,1,846.82,846.82,846.82,,15.0
108,2021-03-01 19:30:00,2021-03-01 19:30:00,1,848.59,848.59,848.59,,15.0
109,2021-03-01 20:00:00,2021-03-01 20:00:00,1,836.74,836.74,836.74,,15.0
110,2021-03-01 20:30:00,2021-03-01 20:30:00,1,609.89,609.89,609.89,,15.0
111,2021-03-01 21:15:00,2021-03-01 21:30:00,2,949.78,908.26,929.02,,30.0
112,2021-03-01 22:30:00,2021-03-01 22:30:00,1,822.86,822.86,822.86,,15.0
113,2021-03-01 23:30:00,2021-03-01 23:30:00,1,840.77,840.77,840.77,,15.0
114,2021-03-02 00:00:00,2021-03-02 00:00:00,1,615.46,615.46,615.46,,15.0
115,2021-03-02 01:00:00,2021-03-02 01:00:00,1,956.3,956.3,956.3,,15.0
116,2021-03-02 02:00:00,2021-03-02 02:00:00,1,785.57,785.57,785.57,,15.0
117,2021-03-02 03:00:00,2021-03-02 03:00:00,1,846.29,846.29,846.29,,15.0
118,2021-03-02 03:30:00,2021-03-02 03:30:00,1,652.27,652.27,652.27,,15.0
119,2021-03-02 04:00:00,2021-03-02 04:30:00,3,915.979999999999,595.58,799.7899999999996,,45.0
120,2021-03-02 05:00:00,2021-03-02 05:00:00,1,854.78,854.78,854.78,,15.0
121,2021-03-02 06:00:00,2021-03-02 06:00:00,1,820.51,820.51,820.51,,15.0
122,2021-03-02 07:00:00,2021-03-02 08:00:00,5,925.63,562.03,743.6139999999998,,75.0
123,2021-03-02 08:30:00,2021-03-02 08:30:00,1,826.61,826.61,826.61,,15.0
124,2021-03-02 09:00:00,2021-03-02 09:00:00,1,809.28,809.28,809.28,,15.0
125,2021-03-02 09:30:00,2021-03-02 09:30:00,1,813.79,813.79,813.79,,15.0
126,2021-03-02 10:30:00,2021-03-02 11:00:00,3,743.62,580.32,636.69,,45.0
127,2021-03-02 11:30:00,2021-03-02 11:30:00,1,792.719999999999,792.719999999999,792.719999999999,,15.0
128,2021-03-02 12:00:00,2021-03-02 12:00:00,1,685.39,685.39,685.39,,15.0
129,2021-03-02 13:00:00,2021-03-02 13:00:00,1,666.77,666.77,666.77,,15.0
130,2021-03-02 19:15:00,2021-03-02 20:00:00,4,1164.13999999999,989.71,1112.9274999999975,,60.0
131,2021-03-02 21:00:00,2021-03-02 21:00:00,1,1174.94,1174.94,1174.94,,15.0
132,2021-03-02 21:30:00,2021-03-02 22:00:00,3,1148.02,1130.83,1138.7366666666667,,45.0
133,2021-03-03 01:00:00,2021-03-03 01:00:00,1,894.72,894.72,894.72,,15.0
134,2021-03-03 03:30:00,2021-03-03 05:30:00,9,726.38,597.6,667.9133333333333,,135.0
135,2021-03-03 06:00:00,2021-03-03 06:15:00,2,691.06,670.18,680.6199999999999,,30.0
136,2021-03-03 11:00:00,2021-03-03 11:00:00,1,1051.68,1051.68,1051.68,,15.0
137,2021-03-03 11:30:00,2021-03-03 11:45:00,2,1107.89,1104.1,1105.995,,30.0
138,2021-03-03 13:30:00,2021-03-03 13:30:00,1,1036.08,1036.08,1036.08,,15.0
139,2021-03-04 02:15:00,2021-03-04 02:15:00,1,684.48,684.48,684.48,,15.0
140,2021-03-04 05:45:00,2021-03-04 08:30:00,12,1036.7,825.94,984.5808333333333,,180.0
141,2021-03-05 13:30:00,2021-03-05 14:00:00,3,1143.6,1035.7,1103.6000000000001,,45.0
142,2021-03-05 15:45:00,2021-03-05 16:00:00,2,1006.99,976.03,991.51,,30.0
143,2021-03-06 01:45:00,2021-03-06 02:45:00,5,881.81,625.68,721.154,,75.0
144,2021-03-06 03:15:00,2021-03-06 03:15:00,1,641.18,641.18,641.18,,15.0
145,2021-03-06 05:00:00,2021-03-06 05:00:00,1,706.42,706.42,706.42,,15.0
146,2021-03-06 05:30:00,2021-03-06 05:30:00,1,689.569999999999,689.569999999999,689.569999999999,,15.0
147,2021-03-06 06:00:00,2021-03-06 06:00:00,1,707.949999999999,707.949999999999,707.949999999999,,15.0
148,2021-03-06 07:00:00,2021-03-06 07:00:00,1,659.81,659.81,659.81,,15.0
149,2021-03-06 19:15:00,2021-03-06 19:30:00,2,918.62,829.92,874.27,,30.0
150,2021-03-06 20:00:00,2021-03-06 20:00:00,1,987.65,987.65,987.65,,15.0
151,2021-03-06 21:00:00,2021-03-06 22:00:00,5,755.569999999999,732.91,744.5359999999998,,75.0
152,2021-03-06 22:30:00,2021-03-06 23:45:00,6,741.459999999999,709.92,731.9116666666663,,90.0
153,2021-03-07 06:30:00,2021-03-07 07:00:00,3,847.54,632.4,704.3533333333334,,45.0
154,2021-03-07 07:30:00,2021-03-07 07:30:00,1,626.35,626.35,626.35,,15.0
155,2021-03-07 08:30:00,2021-03-07 08:30:00,1,654.24,654.24,654.24,,15.0
156,2021-03-07 09:30:00,2021-03-07 09:45:00,2,883.3,790.079999999999,836.6899999999995,,30.0
157,2021-03-07 10:15:00,2021-03-07 10:15:00,1,878.54,878.54,878.54,,15.0
158,2021-03-07 12:15:00,2021-03-07 12:15:00,1,845.95,845.95,845.95,,15.0
159,2021-03-08 02:00:00,2021-03-08 02:30:00,3,568.46,536.689999999999,553.4866666666663,,45.0
160,2021-03-08 04:00:00,2021-03-08 04:00:00,1,637.34,637.34,637.34,,15.0
161,2021-03-08 04:30:00,2021-03-08 09:00:00,19,1207.39,823.3,991.9336842105262,,285.0
162,2021-03-08 09:30:00,2021-03-08 09:30:00,1,853.78,853.78,853.78,,15.0
163,2021-03-08 11:00:00,2021-03-08 11:45:00,4,555.17,523.15,537.0825,,60.0
164,2021-03-08 13:15:00,2021-03-08 14:15:00,5,1123.97,778.13,1018.042,,75.0
165,2021-03-08 14:45:00,2021-03-08 16:15:00,7,1003.63,859.3,920.2699999999999,,105.0
166,2021-03-09 03:00:00,2021-03-09 04:30:00,7,967.73,193.1,666.0057142857141,,105.0
167,2021-03-09 05:00:00,2021-03-09 05:30:00,3,936.96,907.25,919.7433333333333,,45.0
168,2021-03-09 06:00:00,2021-03-09 06:15:00,2,933.17,897.12,915.145,,30.0
169,2021-03-09 07:00:00,2021-03-09 08:30:00,7,974.93,938.98,952.8957142857142,,105.0
170,2021-03-09 09:15:00,2021-03-09 09:15:00,1,989.14,989.14,989.14,,15.0
171,2021-03-09 10:00:00,2021-03-09 12:30:00,11,1013.81,518.829999999999,872.0018181818181,,165.0
172,2021-03-09 13:15:00,2021-03-09 13:15:00,1,908.16,908.16,908.16,,15.0
173,2021-03-10 02:45:00,2021-03-10 02:45:00,1,667.2,667.2,667.2,,15.0
174,2021-03-10 03:15:00,2021-03-10 03:30:00,2,716.4,561.02,638.71,,30.0
175,2021-03-10 04:00:00,2021-03-10 04:30:00,3,559.49,541.34,551.5833333333334,,45.0
176,2021-03-10 05:15:00,2021-03-10 05:30:00,2,622.7,596.02,609.36,,30.0
177,2021-03-10 12:15:00,2021-03-10 12:30:00,2,961.63,958.079999999999,959.8549999999996,,30.0
178,2021-03-19 07:45:00,2021-03-19 07:45:00,1,855.84,855.84,855.84,,15.0
179,2021-03-19 08:45:00,2021-03-19 08:45:00,1,802.37,802.37,802.37,,15.0
180,2021-03-19 09:45:00,2021-03-19 10:15:00,3,761.09,541.82,681.6,,45.0
181,2021-03-19 10:45:00,2021-03-19 10:45:00,1,727.1,727.1,727.1,,15.0
182,2021-03-19 11:45:00,2021-03-19 11:45:00,1,772.939999999999,772.939999999999,772.939999999999,,15.0
183,2021-03-19 12:15:00,2021-03-19 12:15:00,1,811.73,811.73,811.73,,15.0
184,2021-03-19 14:15:00,2021-03-19 14:45:00,3,733.1,561.5,621.74,,45.0
185,2021-03-19 15:45:00,2021-03-19 15:45:00,1,784.459999999999,784.459999999999,784.459999999999,,15.0
186,2021-03-19 16:15:00,2021-03-19 16:15:00,1,803.9,803.9,803.9,,15.0
187,2021-03-19 17:45:00,2021-03-19 17:45:00,1,604.08,604.08,604.08,,15.0
188,2021-03-20 13:00:00,2021-03-20 13:00:00,1,706.99,706.99,706.99,,15.0
189,2021-03-20 15:00:00,2021-03-20 15:00:00,1,476.69,476.69,476.69,,15.0
190,2021-03-20 16:45:00,2021-03-20 17:30:00,4,835.78,809.329999999999,818.1974999999998,,60.0
191,2021-03-20 18:45:00,2021-03-20 19:30:00,4,776.02,600.62,695.5199999999998,,60.0
192,2021-03-21 08:30:00,2021-03-21 08:30:00,1,739.01,739.01,739.01,,15.0
193,2021-03-21 09:00:00,2021-03-21 09:00:00,1,710.06,710.06,710.06,,15.0
194,2021-03-21 11:00:00,2021-03-21 11:00:00,1,671.9,671.9,671.9,,15.0
195,2021-03-21 15:00:00,2021-03-21 15:00:00,1,596.02,596.02,596.02,,15.0
196,2021-03-21 16:30:00,2021-03-21 16:30:00,1,872.26,872.26,872.26,,15.0
197,2021-03-21 17:00:00,2021-03-21 17:00:00,1,901.73,901.73,901.73,,15.0
198,2021-03-21 19:00:00,2021-03-21 19:00:00,1,615.22,615.22,615.22,,15.0
199,2021-03-21 20:00:00,2021-03-21 20:00:00,1,877.06,877.06,877.06,,15.0
200,2021-03-21 20:30:00,2021-03-21 20:30:00,1,869.14,869.14,869.14,,15.0
201,2021-03-21 21:00:00,2021-03-21 21:00:00,1,842.209999999999,842.209999999999,842.209999999999,,15.0
202,2021-03-21 22:30:00,2021-03-21 22:30:00,1,720.53,720.53,720.53,,15.0
203,2021-03-22 10:00:00,2021-03-22 10:00:00,1,906.24,906.24,906.24,,15.0
204,2021-03-22 10:30:00,2021-03-22 10:30:00,1,892.37,892.37,892.37,,15.0
205,2021-03-22 12:30:00,2021-03-22 12:30:00,1,855.12,855.12,855.12,,15.0
206,2021-03-22 16:30:00,2021-03-22 16:45:00,2,1012.56,901.06,956.81,,30.0
207,2021-03-22 17:15:00,2021-03-22 17:15:00,1,968.3,968.3,968.3,,15.0
208,2021-03-22 18:15:00,2021-03-22 18:15:00,1,908.5,908.5,908.5,,15.0
209,2021-03-22 18:45:00,2021-03-22 18:45:00,1,894.72,894.72,894.72,,15.0
210,2021-03-22 19:15:00,2021-03-22 19:30:00,2,771.41,597.07,684.24,,30.0
211,2021-03-22 20:00:00,2021-03-22 20:15:00,2,940.989999999999,873.74,907.3649999999996,,30.0
212,2021-03-22 20:45:00,2021-03-22 20:45:00,1,896.64,896.64,896.64,,15.0
213,2021-03-22 21:15:00,2021-03-22 21:15:00,1,938.26,938.26,938.26,,15.0
214,2021-03-22 21:45:00,2021-03-22 21:45:00,1,890.589999999999,890.589999999999,890.589999999999,,15.0
215,2021-03-22 22:15:00,2021-03-22 22:15:00,1,870.67,870.67,870.67,,15.0
216,2021-03-22 22:45:00,2021-03-22 22:45:00,1,597.31,597.31,597.31,,15.0
217,2021-03-22 23:45:00,2021-03-22 23:45:00,1,891.89,891.89,891.89,,15.0
218,2021-03-23 00:15:00,2021-03-23 00:15:00,1,882.05,882.05,882.05,,15.0
219,2021-03-23 00:45:00,2021-03-23 00:45:00,1,829.87,829.87,829.87,,15.0
220,2021-03-23 01:15:00,2021-03-23 01:15:00,1,838.9,838.9,838.9,,15.0
221,2021-03-23 01:45:00,2021-03-23 01:45:00,1,830.829999999999,830.829999999999,830.829999999999,,15.0
222,2021-03-23 02:15:00,2021-03-23 02:15:00,1,645.12,645.12,645.12,,15.0
223,2021-03-23 17:30:00,2021-03-23 17:45:00,2,759.07,624.62,691.845,,30.0
224,2021-03-23 18:30:00,2021-03-23 18:30:00,1,849.79,849.79,849.79,,15.0
225,2021-03-23 19:00:00,2021-03-23 19:00:00,1,914.54,914.54,914.54,,15.0
226,2021-03-23 21:00:00,2021-03-23 21:00:00,1,675.22,675.22,675.22,,15.0
227,2021-03-24 00:30:00,2021-03-24 00:30:00,1,704.54,704.54,704.54,,15.0
228,2021-03-24 01:15:00,2021-03-24 01:45:00,3,902.689999999999,846.0,880.943333333333,,45.0
229,2021-03-24 03:45:00,2021-03-24 05:15:00,7,977.52,583.92,809.6014285714284,,105.0
230,2021-03-24 05:45:00,2021-03-24 05:45:00,1,904.22,904.22,904.22,,15.0
231,2021-03-24 06:15:00,2021-03-24 06:15:00,1,879.55,879.55,879.55,,15.0
232,2021-03-24 06:45:00,2021-03-24 06:45:00,1,889.87,889.87,889.87,,15.0
233,2021-03-24 07:15:00,2021-03-24 08:15:00,5,873.74,589.97,740.668,,75.0
234,2021-03-24 08:45:00,2021-03-24 08:45:00,1,862.13,862.13,862.13,,15.0
235,2021-03-24 09:15:00,2021-03-24 09:15:00,1,846.819999999999,846.819999999999,846.819999999999,,15.0
236,2021-03-24 09:45:00,2021-03-24 09:45:00,1,783.74,783.74,783.74,,15.0
237,2021-03-24 10:45:00,2021-03-24 10:45:00,1,622.85,622.85,622.85,,15.0
238,2021-03-24 11:30:00,2021-03-24 11:45:00,2,1017.74,983.47,1000.605,,30.0
239,2021-03-24 12:15:00,2021-03-24 12:15:00,1,993.89,993.89,993.89,,15.0
240,2021-03-24 12:45:00,2021-03-24 12:45:00,1,1003.73,1003.73,1003.73,,15.0
241,2021-03-24 13:15:00,2021-03-24 13:15:00,1,988.08,988.08,988.08,,15.0
242,2021-03-24 13:45:00,2021-03-24 13:45:00,1,937.68,937.68,937.68,,15.0
243,2021-03-24 14:15:00,2021-03-24 14:15:00,1,689.71,689.71,689.71,,15.0
244,2021-03-24 15:00:00,2021-03-24 15:45:00,4,1075.3,1059.98,1066.51,,60.0
245,2021-03-24 16:15:00,2021-03-24 16:45:00,3,1026.43,1017.41,1022.32,,45.0
246,2021-03-24 17:15:00,2021-03-24 17:45:00,3,1006.03,733.39,844.43,,45.0
247,2021-03-24 18:30:00,2021-03-24 19:00:00,3,1059.98,981.12,1015.9833333333299,,45.0
248,2021-03-24 19:45:00,2021-03-24 20:15:00,3,1001.46999999999,962.45,986.9599999999967,,45.0
249,2021-03-24 21:00:00,2021-03-24 21:15:00,2,799.63,740.45,770.04,,30.0
250,2021-03-24 21:45:00,2021-03-24 22:30:00,4,1043.57,918.1,983.5925,,60.0
251,2021-03-24 23:00:00,2021-03-24 23:00:00,1,902.689999999999,902.689999999999,902.689999999999,,15.0
252,2021-03-24 23:30:00,2021-03-24 23:30:00,1,892.37,892.37,892.37,,15.0
253,2021-03-25 00:00:00,2021-03-25 00:00:00,1,901.97,901.97,901.97,,15.0
254,2021-03-25 00:30:00,2021-03-25 01:00:00,3,770.21,594.82,653.7133333333334,,45.0
255,2021-03-25 01:30:00,2021-03-25 01:30:00,1,926.64,926.64,926.64,,15.0
256,2021-03-25 02:00:00,2021-03-25 02:00:00,1,875.42,875.42,875.42,,15.0
257,2021-03-25 02:30:00,2021-03-25 02:30:00,1,866.88,866.88,866.88,,15.0
258,2021-03-25 03:00:00,2021-03-25 03:00:00,1,842.209999999999,842.209999999999,842.209999999999,,15.0
259,2021-03-25 03:30:00,2021-03-25 03:30:00,1,779.23,779.23,779.23,,15.0
260,2021-03-25 04:00:00,2021-03-25 04:15:00,2,753.02,560.69,656.855,,30.0
261,2021-03-25 04:45:00,2021-03-25 05:30:00,4,994.7,933.98,973.595,,60.0
262,2021-03-25 06:00:00,2021-03-25 06:00:00,1,941.569999999999,941.569999999999,941.569999999999,,15.0
263,2021-03-25 06:30:00,2021-03-25 06:30:00,1,915.02,915.02,915.02,,15.0
264,2021-03-25 07:00:00,2021-03-25 08:30:00,7,932.69,633.74,806.5499999999998,,105.0
265,2021-03-25 09:00:00,2021-03-25 09:00:00,1,903.41,903.41,903.41,,15.0
266,2021-03-25 09:30:00,2021-03-25 09:30:00,1,937.2,937.2,937.2,,15.0
267,2021-03-25 10:00:00,2021-03-25 10:00:00,1,971.71,971.71,971.71,,15.0
268,2021-03-25 17:15:00,2021-03-25 17:15:00,1,686.979999999999,686.979999999999,686.979999999999,,15.0
269,2021-03-25 18:00:00,2021-03-25 18:45:00,4,1059.36,992.11,1013.7249999999999,,60.0
270,2021-03-25 19:15:00,2021-03-25 19:30:00,2,984.53,938.16,961.345,,30.0
271,2021-03-25 20:15:00,2021-03-25 20:45:00,3,891.069999999999,732.53,790.943333333333,,45.0
272,2021-03-25 21:30:00,2021-03-25 22:00:00,3,1038.72,1013.56999999999,1028.0799999999967,,45.0
273,2021-03-25 22:45:00,2021-03-25 23:00:00,2,1096.46,1068.24,1082.35,,30.0
274,2021-03-26 00:00:00,2021-03-26 00:00:00,1,1061.47,1061.47,1061.47,,15.0
275,2021-03-26 02:15:00,2021-03-26 03:00:00,4,1042.27,1011.79,1022.1949999999974,,60.0
276,2021-03-26 11:30:00,2021-03-26 11:30:00,1,1215.26,1215.26,1215.26,,15.0
277,2021-03-26 20:15:00,2021-03-27 01:15:00,21,945.7,486.77,799.9571428571426,,315.0
278,2021-03-27 01:45:00,2021-03-27 03:30:00,8,894.48,452.5,742.1999999999997,,120.0
279,2021-03-27 04:15:00,2021-03-27 04:15:00,1,381.7,381.7,381.7,,15.0
280,2021-03-27 05:15:00,2021-03-27 06:15:00,5,543.79,391.06,447.8119999999998,,75.0
281,2021-03-27 07:15:00,2021-03-27 07:15:00,1,462.1,462.1,462.1,,15.0
282,2021-03-27 08:00:00,2021-03-27 08:30:00,3,674.829999999999,429.6,518.4966666666663,,45.0
283,2021-03-27 09:00:00,2021-03-27 09:00:00,1,462.1,462.1,462.1,,15.0
284,2021-03-27 10:00:00,2021-03-27 10:00:00,1,469.68,469.68,469.68,,15.0
285,2021-03-27 12:45:00,2021-03-27 16:15:00,15,1110.53,627.41,848.3019999999999,,225.0
