event_id,start_time,end_time,points,max_value,min_value,mean_value,max_abs_z,duration_minutes
1652,2023-12-10 21:00:00,2023-12-10 21:30:00,3,523.968,501.551999999999,510.36799999999965,,45.0
1653,2023-12-10 22:00:00,2023-12-10 22:30:00,3,631.056,517.584,569.712,,45.0
1654,2023-12-10 23:00:00,2023-12-10 23:45:00,4,907.968,435.024,718.308,,60.0
1655,2023-12-11 00:15:00,2023-12-11 02:15:00,9,843.696,386.88,574.7839999999998,,135.0
1656,2023-12-11 02:45:00,2023-12-11 03:15:00,3,613.295999999999,519.935999999999,556.5919999999993,,45.0
1657,2023-12-11 04:45:00,2023-12-11 05:15:00,3,710.4,428.159999999999,541.8079999999997,,45.0
1658,2023-12-11 05:45:00,2023-12-11 06:30:00,4,1002.96,894.815999999999,947.3759999999995,,60.0
1659,2023-12-11 07:00:00,2023-12-11 09:45:00,12,1038.432,518.4,783.5759999999999,,180.0
1660,2023-12-11 10:45:00,2023-12-11 11:15:00,3,844.416,803.616,817.8879999999999,,45.0
1661,2023-12-11 18:30:00,2023-12-11 20:15:00,8,754.175999999999,459.12,581.2139999999996,,120.0
1662,2023-12-11 21:00:00,2023-12-12 06:45:00,40,981.503999999999,423.792,684.7847999999999,,600.0
1663,2023-12-12 09:15:00,2023-12-12 09:30:00,2,766.512,743.616,755.064,,30.0
1664,2023-12-12 18:15:00,2023-12-12 18:15:00,1,448.464,448.464,448.464,,15.0
1665,2023-12-12 18:45:00,2023-12-12 18:45:00,1,724.896,724.896,724.896,,15.0
1666,2023-12-12 19:15:00,2023-12-12 19:15:00,1,488.784,488.784,488.784,,15.0
1667,2023-12-12 20:15:00,2023-12-13 00:15:00,17,1025.856,427.919999999999,807.2809411764705,,255.0
1668,2023-12-13 00:45:00,2023-12-13 02:15:00,7,789.504,598.463999999999,745.878857142857,,105.0
1669,2023-12-13 03:00:00,2023-12-13 03:00:00,1,762.096,762.096,762.096,,15.0
1670,2023-12-13 04:15:00,2023-12-13 04:15:00,1,725.808,725.808,725.808,,15.0
1671,2023-12-16 22:00:00,2023-12-16 22:15:00,2,894.096,802.176,848.136,,30.0
1672,2023-12-16 22:45:00,2023-12-16 23:00:00,2,748.464,712.656,730.56,,30.0
1673,2023-12-17 05:30:00,2023-12-17 06:45:00,6,762.336,347.28,531.7199999999999,,90.0
1674,2023-12-17 07:15:00,2023-12-17 07:30:00,2,679.151999999999,660.576,669.8639999999996,,30.0
1675,2023-12-17 08:15:00,2023-12-17 08:15:00,1,640.896,640.896,640.896,,15.0
1676,2023-12-17 09:15:00,2023-12-17 09:15:00,1,657.024,657.024,657.024,,15.0
1677,2023-12-17 12:45:00,2023-12-17 13:00:00,2,685.728,637.343999999999,661.5359999999995,,30.0
1678,2023-12-17 13:30:00,2023-12-17 14:45:00,6,735.887999999999,363.743999999999,614.2559999999997,,90.0
1679,2023-12-17 16:30:00,2023-12-17 16:30:00,1,695.808,695.808,695.808,,15.0
1680,2023-12-18 22:45:00,2023-12-19 00:45:00,9,973.776,485.328,764.56,,135.0
1681,2023-12-19 01:15:00,2023-12-19 01:15:00,1,835.632,835.632,835.632,,15.0
1682,2023-12-19 01:45:00,2023-12-19 04:45:00,13,859.344,450.096,716.8209230769231,,195.0
1683,2023-12-19 05:15:00,2023-12-19 06:00:00,4,692.256,446.304,572.9879999999999,,60.0
1684,2023-12-19 06:45:00,2023-12-19 10:45:00,17,932.88,428.4,744.8809411764705,,255.0
1685,2023-12-19 11:30:00,2023-12-19 11:45:00,2,822.959999999999,765.456,794.2079999999995,,30.0
1686,2023-12-19 12:15:00,2023-12-19 12:45:00,3,603.935999999999,540.48,566.1759999999996,,45.0
1687,2023-12-19 13:45:00,2023-12-19 16:00:00,10,1002.144,459.84,734.0975999999998,,150.0
1688,2023-12-19 16:30:00,2023-12-19 19:15:00,12,1011.98399999999,483.552,792.7439999999992,,180.0
1689,2023-12-19 19:45:00,2023-12-19 20:15:00,3,781.68,584.016,654.6080000000001,,45.0
1690,2023-12-19 21:00:00,2023-12-20 01:30:00,19,997.152,462.671999999999,753.1781052631578,,285.0
1691,2023-12-20 02:00:00,2023-12-20 04:30:00,11,668.304,475.008,575.6247272727272,,165.0
1692,2023-12-20 06:45:00,2023-12-20 06:45:00,1,653.136,653.136,653.136,,15.0
1693,2023-12-20 08:00:00,2023-12-20 08:00:00,1,749.424,749.424,749.424,,15.0
1694,2023-12-20 09:15:00,2023-12-20 09:15:00,1,793.296,793.296,793.296,,15.0
1695,2023-12-20 11:45:00,2023-12-20 12:15:00,3,739.104,601.295999999999,675.6159999999996,,45.0
1696,2023-12-20 12:45:00,2023-12-20 13:15:00,3,771.36,505.008,679.136,,45.0
1697,2023-12-20 13:45:00,2023-12-20 14:30:00,4,998.592,915.216,947.304,,60.0
1698,2023-12-20 15:45:00,2023-12-20 15:45:00,1,834.336,834.336,834.336,,15.0
1699,2023-12-20 16:15:00,2023-12-20 19:15:00,13,1011.264,573.312,748.4492307692307,,195.0
1700,2023-12-20 19:45:00,2023-12-20 22:00:00,10,982.463999999999,523.632,797.0927999999999,,150.0
1701,2023-12-20 22:45:00,2023-12-21 08:30:00,40,1010.304,452.592,701.3267999999998,,600.0
1702,2023-12-21 09:00:00,2023-12-21 16:15:00,30,934.079999999999,456.768,685.4367999999997,,450.0
1703,2023-12-21 17:00:00,2023-12-21 18:15:00,6,886.752,498.144,735.5439999999998,,90.0
1704,2023-12-21 18:45:00,2023-12-21 19:00:00,2,751.68,606.767999999999,679.2239999999995,,30.0
1705,2023-12-21 19:30:00,2023-12-21 20:00:00,3,846.096,627.888,706.864,,45.0
1706,2023-12-21 20:45:00,2023-12-21 22:00:00,6,943.92,537.983999999999,773.5679999999999,,90.0
1707,2023-12-21 22:30:00,2023-12-22 00:00:00,7,867.888,542.832,703.6662857142856,,105.0
1708,2023-12-22 00:30:00,2023-12-22 00:45:00,2,908.208,625.728,766.968,,30.0
1709,2023-12-22 01:15:00,2023-12-22 02:00:00,4,647.664,503.952,579.3,,60.0
1710,2023-12-22 02:30:00,2023-12-22 04:45:00,10,861.36,462.431999999999,653.9232,,150.0
1711,2023-12-22 05:15:00,2023-12-22 10:00:00,20,905.616,428.64,686.5559999999998,,300.0
1712,2023-12-22 12:15:00,2023-12-22 12:15:00,1,813.552,813.552,813.552,,15.0
1713,2023-12-22 12:45:00,2023-12-22 12:45:00,1,719.04,719.04,719.04,,15.0
1714,2023-12-22 14:15:00,2023-12-22 14:15:00,1,724.848,724.848,724.848,,15.0
1715,2023-12-22 18:00:00,2023-12-22 18:00:00,1,620.352,620.352,620.352,,15.0
1716,2023-12-26 08:30:00,2023-12-26 08:30:00,1,686.4,686.4,686.4,,15.0
1717,2023-12-26 10:00:00,2023-12-26 10:00:00,1,799.295999999999,799.295999999999,799.295999999999,,15.0
1718,2023-12-26 10:30:00,2023-12-26 10:30:00,1,655.92,655.92,655.92,,15.0
1719,2023-12-27 10:45:00,2023-12-27 11:00:00,2,629.952,595.68,612.816,,30.0
1720,2023-12-27 11:30:00,2023-12-27 11:30:00,1,732.767999999999,732.767999999999,732.767999999999,,15.0
1721,2024-01-02 00:15:00,2024-01-02 00:15:00,1,847.008,847.008,847.008,,15.0
1722,2024-01-02 01:15:00,2024-01-02 02:15:00,5,772.656,647.136,723.0143999999998,,75.0
1723,2024-01-02 03:15:00,2024-01-02 03:15:00,1,768.864,768.864,768.864,,15.0
1724,2024-01-03 02:15:00,2024-01-03 02:15:00,1,579.12,579.12,579.12,,15.0
1725,2024-01-03 10:30:00,2024-01-03 14:00:00,15,907.296,450.0,635.9071999999999,,225.0
1726,2024-01-03 14:30:00,2024-01-03 15:00:00,3,651.024,548.4,609.0079999999999,,45.0
1727,2024-01-03 15:30:00,2024-01-03 15:30:00,1,624.864,624.864,624.864,,15.0
1728,2024-01-03 16:00:00,2024-01-03 16:15:00,2,982.271999999999,864.768,923.5199999999995,,30.0
1729,2024-01-03 16:45:00,2024-01-03 16:45:00,1,899.04,899.04,899.04,,15.0
1730,2024-01-03 17:15:00,2024-01-03 19:30:00,10,925.728,502.368,690.0096000000001,,150.0
1731,2024-01-03 20:00:00,2024-01-03 22:30:00,11,883.439999999999,472.656,718.6865454545451,,165.0
1732,2024-01-03 23:00:00,2024-01-03 23:00:00,1,750.96,750.96,750.96,,15.0
1733,2024-01-03 23:30:00,2024-01-04 04:30:00,21,901.68,440.496,661.0674285714284,,315.0
1734,2024-01-04 05:00:00,2024-01-04 05:00:00,1,764.832,764.832,764.832,,15.0
1735,2024-01-04 05:45:00,2024-01-04 08:15:00,11,769.104,454.848,588.6981818181819,,165.0
1736,2024-01-04 08:45:00,2024-01-04 08:45:00,1,702.336,702.336,702.336,,15.0
1737,2024-01-04 09:15:00,2024-01-04 09:15:00,1,674.592,674.592,674.592,,15.0
1738,2024-01-04 09:45:00,2024-01-04 10:15:00,3,638.544,510.96,572.736,,45.0
1739,2024-01-04 10:45:00,2024-01-04 10:45:00,1,607.968,607.968,607.968,,15.0
1740,2024-01-04 12:15:00,2024-01-04 12:15:00,1,573.456,573.456,573.456,,15.0
1741,2024-01-04 13:00:00,2024-01-04 13:00:00,1,648.864,648.864,648.864,,15.0
1742,2024-01-04 15:00:00,2024-01-04 15:00:00,1,474.192,474.192,474.192,,15.0
1743,2024-01-04 15:30:00,2024-01-04 15:30:00,1,533.712,533.712,533.712,,15.0
1744,2024-01-04 18:00:00,2024-01-04 18:00:00,1,519.6,519.6,519.6,,15.0
1745,2024-01-05 07:45:00,2024-01-06 06:45:00,93,1261.96799999999,401.952,722.4609032258062,,1395.0
1746,2024-01-06 07:15:00,2024-01-06 07:45:00,3,696.288,461.376,548.176,,45.0
1747,2024-01-06 08:15:00,2024-01-06 08:30:00,2,493.152,442.752,467.952,,30.0
1748,2024-01-06 09:15:00,2024-01-06 14:15:00,21,1087.87199999999,498.96,746.8434285714281,,315.0
1749,2024-01-06 15:45:00,2024-01-06 17:45:00,9,705.888,553.968,659.2639999999999,,135.0
1750,2024-01-06 21:00:00,2024-01-06 21:00:00,1,542.592,542.592,542.592,,15.0
1751,2024-01-06 21:30:00,2024-01-06 21:30:00,1,655.248,655.248,655.248,,15.0
1752,2024-01-06 22:00:00,2024-01-06 23:30:00,7,780.0,471.312,612.336,,105.0
1753,2024-01-07 23:15:00,2024-01-07 23:15:00,1,798.384,798.384,798.384,,15.0
1754,2024-01-10 11:45:00,2024-01-10 12:15:00,3,499.44,418.56,447.776,,45.0
1755,2024-01-10 14:15:00,2024-01-10 14:15:00,1,435.167999999999,435.167999999999,435.167999999999,,15.0
1756,2024-01-10 14:45:00,2024-01-10 15:15:00,3,790.56,553.632,652.096,,45.0
1757,2024-01-10 15:45:00,2024-01-10 15:45:00,1,703.536,703.536,703.536,,15.0
1758,2024-01-10 16:15:00,2024-01-10 16:15:00,1,1016.256,1016.256,1016.256,,15.0
1759,2024-01-10 16:45:00,2024-01-10 16:45:00,1,823.776,823.776,823.776,,15.0
1760,2024-01-10 17:15:00,2024-01-10 17:30:00,2,918.0,874.176,896.088,,30.0
1761,2024-01-10 18:15:00,2024-01-10 18:15:00,1,880.463999999999,880.463999999999,880.463999999999,,15.0
1762,2024-01-11 12:30:00,2024-01-11 13:45:00,6,825.6,467.328,673.232,,90.0
1763,2024-01-11 14:30:00,2024-01-11 14:45:00,2,732.719999999999,701.52,717.1199999999994,,30.0
1764,2024-01-13 02:00:00,2024-01-13 02:00:00,1,655.008,655.008,655.008,,15.0
1765,2024-01-15 15:00:00,2024-01-15 15:00:00,1,663.695999999999,663.695999999999,663.695999999999,,15.0
1766,2024-01-23 10:15:00,2024-01-23 10:15:00,1,766.512,766.512,766.512,,15.0
1767,2024-02-06 10:45:00,2024-02-06 11:00:00,2,692.976,627.407999999999,660.1919999999996,,30.0
1768,2024-02-06 11:30:00,2024-02-06 11:30:00,1,731.28,731.28,731.28,,15.0
1769,2024-02-06 14:45:00,2024-02-06 16:15:00,7,952.944,567.744,746.8388571428571,,105.0
1770,2024-02-06 16:45:00,2024-02-06 17:00:00,2,654.912,650.4,652.656,,30.0
1771,2024-02-06 17:45:00,2024-02-06 18:00:00,2,781.728,761.76,771.7439999999999,,30.0
1772,2024-02-08 09:00:00,2024-02-08 10:15:00,6,980.64,530.832,781.7040000000001,,90.0
1773,2024-02-08 10:45:00,2024-02-08 12:15:00,7,961.776,708.24,858.2742857142857,,105.0
1774,2024-02-08 13:15:00,2024-02-08 13:15:00,1,734.208,734.208,734.208,,15.0
1775,2024-02-08 13:45:00,2024-02-08 14:15:00,3,942.0,860.496,902.448,,45.0
1776,2024-02-08 14:45:00,2024-02-08 14:45:00,1,1008.95999999999,1008.95999999999,1008.95999999999,,15.0
1777,2024-02-08 15:30:00,2024-02-08 15:45:00,2,1009.92,812.352,911.136,,30.0
1778,2024-02-08 16:30:00,2024-02-08 16:45:00,2,761.136,729.936,745.5360000000001,,30.0
1779,2024-02-08 17:15:00,2024-02-08 17:45:00,3,927.024,691.536,773.6640000000001,,45.0
1780,2024-02-08 18:15:00,2024-02-08 18:30:00,2,701.472,670.272,685.8720000000001,,30.0
1781,2024-02-08 19:00:00,2024-02-08 19:00:00,1,847.92,847.92,847.92,,15.0
1782,2024-02-08 20:00:00,2024-02-08 20:15:00,2,872.88,697.007999999999,784.9439999999995,,30.0
1783,2024-02-09 01:45:00,2024-02-09 01:45:00,1,647.904,647.904,647.904,,15.0
1784,2024-02-09 02:15:00,2024-02-09 02:30:00,2,826.608,660.576,743.592,,30.0
1785,2024-02-09 07:45:00,2024-02-09 09:30:00,8,1010.208,568.464,828.1919999999999,,120.0
1786,2024-02-09 10:15:00,2024-02-09 10:15:00,1,826.272,826.272,826.272,,15.0
1787,2024-02-09 11:15:00,2024-02-09 11:30:00,2,777.792,690.288,734.04,,30.0
1788,2024-02-09 20:30:00,2024-02-09 20:30:00,1,867.168,867.168,867.168,,15.0
1789,2024-02-20 12:45:00,2024-02-20 13:15:00,3,1009.39199999999,463.152,774.6559999999967,,45.0
1790,2024-02-20 13:45:00,2024-02-20 13:45:00,1,826.752,826.752,826.752,,15.0
1791,2024-02-20 14:15:00,2024-02-20 15:45:00,7,970.944,552.576,829.6114285714285,,105.0
1792,2024-02-20 16:30:00,2024-02-20 16:30:00,1,843.936,843.936,843.936,,15.0
1793,2024-02-20 19:15:00,2024-02-20 19:15:00,1,928.032,928.032,928.032,,15.0
1794,2024-02-22 10:45:00,2024-02-22 11:00:00,2,744.096,723.696,733.896,,30.0
1795,2024-02-22 11:45:00,2024-02-22 12:00:00,2,766.272,706.271999999999,736.2719999999995,,30.0
1796,2024-02-22 12:45:00,2024-02-22 13:00:00,2,699.744,679.584,689.664,,30.0
1797,2024-02-22 21:00:00,2024-02-22 21:45:00,4,988.608,852.719999999999,931.8719999999997,,60.0
1798,2024-02-23 01:45:00,2024-02-23 05:30:00,16,844.175999999999,728.64,803.8019999999999,,240.0
1799,2024-02-23 10:00:00,2024-02-23 10:30:00,3,1050.528,979.488,1013.248,,45.0
1800,2024-02-23 11:00:00,2024-02-23 11:00:00,1,1029.648,1029.648,1029.648,,15.0
1801,2024-02-23 12:00:00,2024-02-23 12:00:00,1,995.616,995.616,995.616,,15.0
1802,2024-02-23 13:00:00,2024-02-23 13:00:00,1,900.624,900.624,900.624,,15.0
1803,2024-02-27 10:45:00,2024-02-27 10:45:00,1,964.079999999999,964.079999999999,964.079999999999,,15.0
1804,2024-02-28 12:00:00,2024-02-28 12:00:00,1,936.336,936.336,936.336,,15.0
1805,2024-03-13 17:30:00,2024-03-13 17:45:00,2,1116.672,1112.4,1114.536,,30.0
1806,2024-03-13 18:15:00,2024-03-14 00:15:00,25,1122.192,689.76,903.9014399999994,,375.0
1807,2024-03-14 00:45:00,2024-03-14 02:30:00,8,921.695999999999,646.8,769.1219999999998,,120.0
1808,2024-03-14 03:00:00,2024-03-14 04:15:00,6,906.144,563.904,714.016,,90.0
1809,2024-03-14 04:45:00,2024-03-14 05:00:00,2,636.96,606.96,621.96,,30.0
1810,2024-03-14 05:45:00,2024-03-14 05:45:00,1,710.496,710.496,710.496,,15.0
1811,2024-03-14 06:15:00,2024-03-14 06:15:00,1,675.743999999999,675.743999999999,675.743999999999,,15.0
1812,2024-03-14 06:45:00,2024-03-14 07:30:00,4,975.888,624.144,746.6279999999997,,60.0
1813,2024-03-14 08:00:00,2024-03-14 08:00:00,1,626.064,626.064,626.064,,15.0
1814,2024-03-14 08:30:00,2024-03-14 10:00:00,7,955.151999999999,614.784,773.0742857142856,,105.0
1815,2024-03-14 10:30:00,2024-03-14 10:45:00,2,885.408,821.856,853.6320000000001,,30.0
1816,2024-03-14 11:30:00,2024-03-14 11:45:00,2,1017.984,1004.112,1011.048,,30.0
1817,2024-03-18 09:30:00,2024-03-18 09:30:00,1,946.32,946.32,946.32,,15.0
1818,2024-03-19 16:00:00,2024-03-19 21:30:00,23,808.56,19.104,433.22921739130425,,345.0
1819,2024-03-19 22:15:00,2024-03-20 00:15:00,9,822.576,748.704,769.7706666666667,,135.0
1820,2024-03-20 02:15:00,2024-03-20 02:15:00,1,725.472,725.472,725.472,,15.0
1821,2024-03-20 02:45:00,2024-03-20 03:15:00,3,728.304,694.752,716.96,,45.0
1822,2024-03-20 04:00:00,2024-03-20 13:45:00,40,948.672,629.76,777.1043999999999,,600.0
1823,2024-03-27 09:45:00,2024-03-27 09:45:00,1,1065.312,1065.312,1065.312,,15.0
1824,2024-03-27 10:15:00,2024-03-27 10:15:00,1,872.784,872.784,872.784,,15.0
1825,2024-03-27 10:45:00,2024-03-27 10:45:00,1,844.032,844.032,844.032,,15.0
1826,2024-03-27 11:45:00,2024-03-27 11:45:00,1,836.688,836.688,836.688,,15.0
1827,2024-04-01 22:45:00,2024-04-01 22:45:00,1,899.088,899.088,899.088,,15.0
1828,2024-04-02 02:00:00,2024-04-02 02:30:00,3,799.439999999999,735.168,761.4559999999997,,45.0
1829,2024-04-08 14:30:00,2024-04-08 14:30:00,1,1088.928,1088.928,1088.928,,15.0
1830,2024-04-16 12:15:00,2024-04-16 12:15:00,1,1191.168,1191.168,1191.168,,15.0
1831,2024-04-17 10:30:00,2024-04-17 10:30:00,1,1085.76,1085.76,1085.76,,15.0
1832,2024-04-18 12:45:00,2024-04-18 12:45:00,1,1055.712,1055.712,1055.712,,15.0
1833,2024-04-19 14:00:00,2024-04-19 14:00:00,1,938.112,938.112,938.112,,15.0
1834,2024-04-23 13:30:00,2024-04-23 13:30:00,1,814.08,814.08,814.08,,15.0
1835,2024-04-23 15:30:00,2024-04-23 15:30:00,1,876.192,876.192,876.192,,15.0
1836,2024-04-27 07:00:00,2024-04-27 07:00:00,1,372.864,372.864,372.864,,15.0
1837,2024-04-27 07:30:00,2024-04-27 07:30:00,1,643.728,643.728,643.728,,15.0
1838,2024-04-27 08:00:00,2024-04-27 08:00:00,1,648.336,648.336,648.336,,15.0
1839,2024-04-27 09:00:00,2024-04-27 09:00:00,1,617.04,617.04,617.04,,15.0
1840,2024-04-27 10:00:00,2024-04-27 10:00:00,1,653.088,653.088,653.088,,15.0
1841,2024-04-28 15:15:00,2024-04-28 15:45:00,3,1010.064,982.079999999999,998.7199999999997,,45.0
1842,2024-04-28 16:15:00,2024-04-28 16:30:00,2,939.264,916.848,928.056,,30.0
1843,2024-04-28 17:15:00,2024-04-28 17:45:00,3,976.031999999999,935.232,949.6159999999996,,45.0
1844,2024-04-29 23:30:00,2024-04-30 00:15:00,4,676.704,396.576,478.4999999999998,,60.0
1845,2024-04-30 00:45:00,2024-04-30 05:15:00,19,463.488,407.135999999999,429.4054736842104,,285.0
1846,2024-04-30 05:45:00,2024-04-30 06:00:00,2,440.015999999999,431.952,435.98399999999947,,30.0
1847,2024-04-30 07:00:00,2024-04-30 07:00:00,1,416.4,416.4,416.4,,15.0
1848,2024-04-30 07:30:00,2024-04-30 09:00:00,7,1083.504,525.264,934.1348571428558,,105.0
1849,2024-04-30 09:45:00,2024-04-30 11:15:00,7,1152.912,1029.456,1085.6434285714256,,105.0
1850,2024-04-30 12:00:00,2024-04-30 12:30:00,3,1341.84,1266.768,1310.768,,45.0
1851,2024-04-30 14:00:00,2024-04-30 14:00:00,1,1163.952,1163.952,1163.952,,15.0
1852,2024-04-30 14:30:00,2024-04-30 16:00:00,7,1205.088,740.832,999.5451428571427,,105.0
1853,2024-04-30 16:30:00,2024-04-30 17:00:00,3,1157.184,1143.888,1148.72,,45.0
1854,2024-04-30 17:30:00,2024-04-30 18:00:00,3,1124.208,1085.328,1100.7839999999999,,45.0
1855,2024-04-30 19:00:00,2024-04-30 19:00:00,1,1217.184,1217.184,1217.184,,15.0
1856,2024-05-01 10:45:00,2024-05-01 11:00:00,2,1378.224,1364.112,1371.1680000000001,,30.0
1857,2024-05-01 12:45:00,2024-05-01 13:15:00,3,1215.6,1071.264,1164.6399999999967,,45.0
1858,2024-05-02 13:45:00,2024-05-02 14:15:00,3,1231.872,1064.544,1134.704,,45.0
1859,2024-05-02 14:45:00,2024-05-02 15:15:00,3,1450.08,1341.696,1389.4399999999998,,45.0
1860,2024-05-02 15:45:00,2024-05-02 15:45:00,1,1308.72,1308.72,1308.72,,15.0
1861,2024-05-02 16:15:00,2024-05-02 16:15:00,1,1234.944,1234.944,1234.944,,15.0
1862,2024-05-02 16:45:00,2024-05-02 16:45:00,1,1187.52,1187.52,1187.52,,15.0
1863,2024-05-14 14:45:00,2024-05-14 15:15:00,3,926.016,588.144,799.2800000000001,,45.0
1864,2024-05-14 15:45:00,2024-05-14 15:45:00,1,934.656,934.656,934.656,,15.0
1865,2024-05-14 16:45:00,2024-05-14 16:45:00,1,936.672,936.672,936.672,,15.0
1866,2024-05-14 17:45:00,2024-05-14 17:45:00,1,947.808,947.808,947.808,,15.0
1867,2024-05-15 12:00:00,2024-05-15 14:45:00,12,1052.30399999999,674.832,850.2239999999991,,180.0
1868,2024-05-15 15:30:00,2024-05-15 15:30:00,1,904.319999999999,904.319999999999,904.319999999999,,15.0
1869,2024-05-15 16:00:00,2024-05-15 16:00:00,1,875.472,875.472,875.472,,15.0
1870,2024-05-22 09:30:00,2024-05-22 09:30:00,1,1219.68,1219.68,1219.68,,15.0
1871,2024-05-22 17:15:00,2024-05-22 17:15:00,1,1174.128,1174.128,1174.128,,15.0
1872,2024-05-25 09:45:00,2024-05-25 09:45:00,1,1082.30399999999,1082.30399999999,1082.30399999999,,15.0
1873,2024-05-25 12:00:00,2024-05-25 12:15:00,2,838.848,784.992,811.92,,30.0
1874,2024-05-27 09:15:00,2024-05-27 10:00:00,4,1325.04,1044.336,1207.272,,60.0
1875,2024-05-27 10:30:00,2024-05-27 10:45:00,2,1152.72,1138.128,1145.424,,30.0
1876,2024-05-27 11:30:00,2024-05-27 12:00:00,3,1044.672,908.784,997.0880000000001,,45.0
1877,2024-05-27 12:30:00,2024-05-27 12:30:00,1,1083.36,1083.36,1083.36,,15.0
1878,2024-05-27 13:00:00,2024-05-27 13:00:00,1,1136.16,1136.16,1136.16,,15.0
1879,2024-05-27 14:00:00,2024-05-27 14:00:00,1,1129.008,1129.008,1129.008,,15.0
1880,2024-05-27 17:15:00,2024-05-27 17:15:00,1,1083.168,1083.168,1083.168,,15.0
1881,2024-05-27 19:15:00,2024-05-27 19:15:00,1,1069.72799999999,1069.72799999999,1069.72799999999,,15.0
1882,2024-05-28 11:00:00,2024-05-28 11:00:00,1,1214.16,1214.16,1214.16,,15.0
1883,2024-05-30 12:15:00,2024-05-30 12:30:00,2,1210.464,1072.56,1141.512,,30.0
1884,2024-05-30 14:15:00,2024-05-30 14:15:00,1,1163.184,1163.184,1163.184,,15.0
1885,2024-06-04 10:00:00,2024-06-04 10:30:00,3,938.544,794.928,848.4639999999999,,45.0
1886,2024-06-04 11:00:00,2024-06-04 12:45:00,8,1437.984,1121.856,1307.376,,120.0
1887,2024-06-04 13:30:00,2024-06-04 13:45:00,2,1421.616,1399.68,1410.6480000000001,,30.0
1888,2024-06-05 01:15:00,2024-06-05 01:45:00,3,1177.392,829.344,997.0559999999997,,45.0
1889,2024-06-05 02:15:00,2024-06-05 02:15:00,1,1121.472,1121.472,1121.472,,15.0
1890,2024-06-05 03:15:00,2024-06-05 03:15:00,1,1045.008,1045.008,1045.008,,15.0
1891,2024-06-05 03:45:00,2024-06-05 04:15:00,3,1105.72799999999,721.872,971.0879999999967,,45.0
1892,2024-06-05 04:45:00,2024-06-05 04:45:00,1,1202.832,1202.832,1202.832,,15.0
1893,2024-06-05 05:30:00,2024-06-05 07:30:00,9,1164.816,715.344,1027.04,,135.0
1894,2024-06-05 08:00:00,2024-06-05 08:00:00,1,1188.67199999999,1188.67199999999,1188.67199999999,,15.0
1895,2024-06-05 08:30:00,2024-06-05 09:00:00,3,1171.00799999999,914.112,1024.0159999999967,,45.0
1896,2024-06-05 09:30:00,2024-06-05 09:45:00,2,1218.768,1207.152,1212.96,,30.0
1897,2024-06-05 10:30:00,2024-06-05 10:30:00,1,1329.648,1329.648,1329.648,,15.0
1898,2024-06-05 11:30:00,2024-06-05 11:30:00,1,1435.68,1435.68,1435.68,,15.0
1899,2024-06-05 12:00:00,2024-06-05 12:00:00,1,1423.00799999999,1423.00799999999,1423.00799999999,,15.0
1900,2024-06-05 13:15:00,2024-06-05 13:45:00,3,1351.632,986.496,1217.472,,45.0
1901,2024-06-05 14:15:00,2024-06-05 14:45:00,3,1242.768,862.223999999999,1108.5279999999964,,45.0
1902,2024-06-05 15:15:00,2024-06-05 15:15:00,1,1229.136,1229.136,1229.136,,15.0
1903,2024-06-05 16:15:00,2024-06-05 16:45:00,3,1192.8,834.576,1053.392,,45.0
1904,2024-06-05 17:15:00,2024-06-05 17:15:00,1,1317.264,1317.264,1317.264,,15.0
1905,2024-06-05 18:15:00,2024-06-05 18:15:00,1,1209.312,1209.312,1209.312,,15.0
1906,2024-06-05 19:15:00,2024-06-05 19:15:00,1,1183.82399999999,1183.82399999999,1183.82399999999,,15.0
1907,2024-06-05 20:15:00,2024-06-05 20:15:00,1,1152.96,1152.96,1152.96,,15.0
1908,2024-06-05 22:15:00,2024-06-05 22:15:00,1,1308.192,1308.192,1308.192,,15.0
1909,2024-06-06 05:15:00,2024-06-06 05:45:00,3,1148.78399999999,765.839999999999,1017.6639999999965,,45.0
1910,2024-06-06 06:15:00,2024-06-06 06:15:00,1,1101.36,1101.36,1101.36,,15.0
1911,2024-06-06 07:00:00,2024-06-06 07:30:00,3,1230.144,727.199999999999,1033.1359999999963,,45.0
1912,2024-06-06 08:00:00,2024-06-06 08:15:00,2,1218.67199999999,1205.376,1212.0239999999949,,30.0
1913,2024-06-06 08:45:00,2024-06-06 12:30:00,16,1507.584,771.36,1180.6379999999992,,240.0
1914,2024-06-06 13:00:00,2024-06-06 14:30:00,7,1623.456,1225.584,1492.2857142857126,,105.0
1915,2024-06-06 15:00:00,2024-06-06 15:45:00,4,1599.6,1121.568,1431.924,,60.0
1916,2024-06-06 16:15:00,2024-06-06 16:30:00,2,1592.83199999999,1572.576,1582.7039999999952,,30.0
1917,2024-06-06 17:15:00,2024-06-06 17:15:00,1,1373.808,1373.808,1373.808,,15.0
1918,2024-06-06 18:15:00,2024-06-06 18:15:00,1,1185.744,1185.744,1185.744,,15.0
1919,2024-06-06 21:15:00,2024-06-06 21:15:00,1,1245.648,1245.648,1245.648,,15.0
1920,2024-06-07 03:45:00,2024-06-07 07:30:00,16,1199.28,718.272,974.0519999999993,,240.0
1921,2024-06-07 08:00:00,2024-06-07 11:30:00,15,1504.128,750.336,1153.0783999999987,,225.0
1922,2024-06-07 12:00:00,2024-06-07 12:15:00,2,1465.68,1383.408,1424.5439999999999,,30.0
